LocalDate,CloudCover,,,,,,,,,,,,,,
4/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/7/2018,1/4 of sky,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/8/2018,clear,,,,,,,,,,,,,,
3/15/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/6/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/9/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/9/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/6/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/10/2018,1/2 of sky,,,,,,,,,,,,,,
3/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
3/15/2018,1/4 of sky,,,,,,,,,,,,,,
3/14/2018,clear,,,,,,,,,,,,,,
3/11/2018,clear,,,,,,,,,,,,,,
3/8/2018,clear,,,,,,,,,,,,,,
3/9/2018,clear,,,,,,,,,,,,,,
3/10/2018,clear,,,,,,,,,,,,,,
3/8/2018,1/4 of sky,,,,,,,,,,,,,,
3/11/2018,1/4 of sky,,,,,,,,,,,,,,
3/12/2018,clear,,,,,,,,,,,,,,
3/13/2018,clear,,,,,,,,,,,,,,
3/14/2018,1/2 of sky,,,,,,,,,,,,,,
3/15/2018,1/4 of sky,,,,,,,,,,,,,,
3/16/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
3/18/2018,clear,,,,,,,,,,,,,,
3/18/2018,1/4 of sky,,,,,,,,,,,,,,
3/8/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/9/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/2/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/9/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
3/17/2018,clear,,,,,,,,,,,,,,
3/17/2018,1/4 of sky,,,,,,,,,,,,,,
3/17/2018,1/2 of sky,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/13/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/2 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/24/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/14/2018,1/2 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/2 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/14/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/14/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
1/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,1/2 of sky,,,,,,,,,,,,,,
4/15/2018,1/2 of sky,,,,,,,,,,,,,,
4/15/2018,1/2 of sky,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,1/2 of sky,,,,,,,,,,,,,,
4/16/2018,1/4 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,1/2 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/15/2018,1/2 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
3/16/2018,clear,,,,,,,,,,,,,,
4/13/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/16/2018,1/2 of sky,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/14/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/16/2018,1/2 of sky,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,1/2 of sky,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/12/2018,1/4 of sky,,,,,,,,,,,,,,
4/16/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/16/2018,1/2 of sky,,,,,,,,,,,,,,
4/20/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/17/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/10/2018,clear,,,,,,,,,,,,,,
2/12/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/17/2018,1/4 of sky,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,1/4 of sky,,,,,,,,,,,,,,
4/9/2018,1/2 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/13/2018,1/2 of sky,,,,,,,,,,,,,,
4/15/2018,1/4 of sky,,,,,,,,,,,,,,
4/17/2018,1/4 of sky,,,,,,,,,,,,,,
4/19/2018,1/2 of sky,,,,,,,,,,,,,,
4/10/2018,1/4 of sky,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/16/2018,1/4 of sky,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,1/2 of sky,,,,,,,,,,,,,,
3/14/2018,1/4 of sky,,,,,,,,,,,,,,
3/14/2018,1/4 of sky,,,,,,,,,,,,,,
3/15/2018,clear,,,,,,,,,,,,,,
4/17/2018,1/2 of sky,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/17/2018,1/4 of sky,,,,,,,,,,,,,,
4/16/2018,1/4 of sky,,,,,,,,,,,,,,
4/17/2018,1/2 of sky,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,1/2 of sky,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,1/2 of sky,,,,,,,,,,,,,,
4/17/2018,1/2 of sky,,,,,,,,,,,,,,
4/16/2018,1/2 of sky,,,,,,,,,,,,,,
4/15/2018,over 1/2 of sky,,,,,,,,,,,,,,
4/17/2018,1/4 of sky,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/17/2018,1/4 of sky,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/16/2018,1/2 of sky,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/15/2018,clear,,,,,,,,,,,,,,
4/18/2018,clear,,,,,,,,,,,,,,
3/18/2018,clear,,,,,,,,,,,,,,
4/18/2018,clear,,,,,,,,,,,,,,
4/18/2018,clear,,,,,,,,,,,,,,
4/18/2018,clear,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/16/2018,clear,,,,,,,,,,,,,,
4/17/2018,1/4 of sky,,,,,,,,,,,,,,
4/17/2018,1/4 of sky,,,,,,,,,,,,,,
4/18/2018,clear,,,,,,,,,,,,,,
4/12/2018,clear,,,,,,,,,,,,,,
4/11/2018,clear,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/11/2018,1/4 of sky,,,,,,,,,,,,,,
4/14/2018,clear,,,,,,,,,,,,,,
4/16/2018,1/4 of sky,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
4/18/2018,1/4 of sky,,,,,,,,,,,,,,
4/17/2018,clear,,,,,,,,,,,,,,
3/8/2018,1/2 of sky,,,,,,,,,,,,,,
3/9/2018,1/2 of sky,,,,,,,,,,,,,,
3/10/2018,clear,,,,,,,,,,,,,,
3/11/2018,clear,,,,,,,,,,,,,,
3/8/2018,clear,,,,,,,,,,,,,,
3/12/2018,clear,,,,,,,,,,,,,,
3/13/2018,clear,,,,,,,,,,,,,,
3/18/2018,clear,,,,,,,,,,,,,,
3/14/2018,1/4 of sky,,,,,,,,,,,,,,
3/15/2018,1/4 of sky,,,,,,,,,,,,,,
3/16/2018,1/2 of sky,,,,,,,,,,,,,,
3/9/2018,1/2 of sky,,,,,,,,,,,,,,
3/17/2018,1/4 of sky,,,,,,,,,,,,,,
3/8/2018,clear,,,,,,,,,,,,,,
3/10/2018,1/4 of sky,,,,,,,,,,,,,,
3/9/2018,clear,,,,,,,,,,,,,,
3/9/2018,1/2 of sky,,,,,,,,,,,,,,
3/8/2018,clear,,,,,,,,,,,,,,
3/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
3/9/2018,clear,,,,,,,,,,,,,,
3/12/2018,clear,,,,,,,,,,,,,,
3/12/2018,clear,,,,,,,,,,,,,,
3/10/2018,clear,,,,,,,,,,,,,,
3/13/2018,clear,,,,,,,,,,,,,,
3/8/2018,clear,,,,,,,,,,,,,,
3/14/2018,1/2 of sky,,,,,,,,,,,,,,
3/13/2018,clear,,,,,,,,,,,,,,
3/15/2018,1/4 of sky,,,,,,,,,,,,,,
3/11/2018,clear,,,,,,,,,,,,,,
3/16/2018,clear,,,,,,,,,,,,,,
3/11/2018,clear,,,,,,,,,,,,,,
3/12/2018,clear,,,,,,,,,,,,,,
3/13/2018,1/4 of sky,,,,,,,,,,,,,,
3/12/2018,clear,,,,,,,,,,,,,,
3/14/2018,clear,,,,,,,,,,,,,,
